street,x,project,y,rentalMedian.refPeriod,rentalMedian.psf75,rentalMedian.median,rentalMedian.psf25,rentalMedian.district
SIGLAP ROAD,37874.8607,FLAMINGO VALLEY,33334.39009,2021Q2,3.67,3.18,2.93,15
SIGLAP ROAD,37874.8607,FLAMINGO VALLEY,33334.39009,2021Q3,3.54,3.26,3.05,15
SIGLAP ROAD,37874.8607,FLAMINGO VALLEY,33334.39009,2022Q1,4.02,3.47,3.2,15
SIGLAP ROAD,37874.8607,FLAMINGO VALLEY,33334.39009,2021Q1,3.3,3.02,2.82,15
KIM SENG ROAD,28021.20062,CENTENNIA SUITES,30584.15999,2020Q1,4.2,4.12,3.91,09
KIM SENG ROAD,28021.20062,CENTENNIA SUITES,30584.15999,2020Q2,4.48,4.32,4.18,09
KIM SENG ROAD,28021.20062,CENTENNIA SUITES,30584.15999,2020Q4,4.36,4.24,4.14,09
KIM SENG ROAD,28021.20062,CENTENNIA SUITES,30584.15999,2021Q2,4.69,4.49,4.44,09
KIM SENG ROAD,28021.20062,CENTENNIA SUITES,30584.15999,2021Q3,4.61,4.27,3.94,09
KIM SENG ROAD,28021.20062,CENTENNIA SUITES,30584.15999,2022Q1,4.43,4.35,3.98,09
WEST COAST WALK,20107.00142,THE PARC CONDOMINIUM,32599.50982,2019Q4,3.27,2.99,2.83,05
WEST COAST WALK,20107.00142,THE PARC CONDOMINIUM,32599.50982,2020Q2,3.28,2.96,2.68,05
WEST COAST WALK,20107.00142,THE PARC CONDOMINIUM,32599.50982,2020Q3,3.16,2.88,2.75,05
WEST COAST WALK,20107.00142,THE PARC CONDOMINIUM,32599.50982,2019Q3,3.27,2.96,2.81,05
WEST COAST WALK,20107.00142,THE PARC CONDOMINIUM,32599.50982,2020Q1,3.3,3.07,2.86,05
WEST COAST WALK,20107.00142,THE PARC CONDOMINIUM,32599.50982,2021Q2,3.36,3.11,2.98,05
WEST COAST WALK,20107.00142,THE PARC CONDOMINIUM,32599.50982,2021Q3,3.27,3.03,2.89,05
WEST COAST WALK,20107.00142,THE PARC CONDOMINIUM,32599.50982,2021Q4,3.45,3.22,2.96,05
WEST COAST WALK,20107.00142,THE PARC CONDOMINIUM,32599.50982,2022Q2,3.87,3.53,3.32,05
WEST COAST WALK,20107.00142,THE PARC CONDOMINIUM,32599.50982,2021Q1,3.37,3.04,2.88,05
WEST COAST WALK,20107.00142,THE PARC CONDOMINIUM,32599.50982,2020Q4,3.13,2.96,2.76,05
WEST COAST WALK,20107.00142,THE PARC CONDOMINIUM,32599.50982,2022Q1,3.57,3.37,3.13,05
JALAN MUTIARA,27461.85136,LATITUDE,30942.1352,2019Q3,4.65,4.3,3.88,10
JALAN MUTIARA,27461.85136,LATITUDE,30942.1352,2021Q3,4.57,4.16,4.11,10
TAMPINES STREET 86,38648.22568,THE TAPESTRY,37311.65116,2021Q2,4.75,4.43,4.15,18
TAMPINES STREET 86,38648.22568,THE TAPESTRY,37311.65116,2021Q3,4.84,4.48,4.15,18
TAMPINES STREET 86,38648.22568,THE TAPESTRY,37311.65116,2021Q4,5.15,4.86,4.43,18
TAMPINES STREET 86,38648.22568,THE TAPESTRY,37311.65116,2022Q2,5.91,5.38,4.98,18
TAMPINES STREET 86,38648.22568,THE TAPESTRY,37311.65116,2022Q1,5.34,5.07,4.81,18
THOMSON ROAD,29295.37764,BIRMINGHAM MANSIONS,33326.95825,2021Q1,2.79,2.72,2.63,11
CHOA CHU KANG NORTH 7,18603.3582,REGENT GROVE,42347.94991,2020Q2,2.13,2.05,1.92,23
CHOA CHU KANG NORTH 7,18603.3582,REGENT GROVE,42347.94991,2019Q3,2.11,2.01,1.99,23
CHOA CHU KANG NORTH 7,18603.3582,REGENT GROVE,42347.94991,2020Q1,2.14,1.98,1.94,23
CHOA CHU KANG NORTH 7,18603.3582,REGENT GROVE,42347.94991,2020Q3,2.24,2.05,1.94,23
CHOA CHU KANG NORTH 7,18603.3582,REGENT GROVE,42347.94991,2019Q4,2.16,2.03,1.92,23
CHOA CHU KANG NORTH 7,18603.3582,REGENT GROVE,42347.94991,2020Q4,2.14,2.0,1.96,23
CHOA CHU KANG NORTH 7,18603.3582,REGENT GROVE,42347.94991,2021Q3,2.38,2.23,2.05,23
CHOA CHU KANG NORTH 7,18603.3582,REGENT GROVE,42347.94991,2021Q4,2.56,2.38,2.15,23
CHOA CHU KANG NORTH 7,18603.3582,REGENT GROVE,42347.94991,2022Q2,2.86,2.53,2.44,23
CHOA CHU KANG NORTH 7,18603.3582,REGENT GROVE,42347.94991,2021Q2,2.38,2.19,2.08,23
CHOA CHU KANG NORTH 7,18603.3582,REGENT GROVE,42347.94991,2021Q1,2.34,2.05,1.95,23
CHOA CHU KANG NORTH 7,18603.3582,REGENT GROVE,42347.94991,2022Q1,2.69,2.41,2.31,23
BEDOK SOUTH AVENUE 3,40385.09241,BEDOK COURT,33827.26966,2021Q2,1.76,1.58,1.55,16
ST. PATRICK'S ROAD,36978.73918,TIERRA VUE,32161.31562,2022Q2,3.7,3.53,3.41,15
ST. PATRICK'S ROAD,36978.73918,TIERRA VUE,32161.31562,2021Q2,3.18,2.99,2.78,15
LEONIE HILL,27819.04515,LEONIE SUITES,31246.04237,2020Q3,4.14,4.0,3.76,09
LEONIE HILL,27819.04515,LEONIE SUITES,31246.04237,2019Q3,4.65,4.44,4.28,09
LEONIE HILL,27819.04515,LEONIE SUITES,31246.04237,2020Q4,4.39,4.06,3.97,09
LEONIE HILL,27819.04515,LEONIE SUITES,31246.04237,2021Q4,4.36,4.31,4.07,09
LEONIE HILL,27819.04515,LEONIE SUITES,31246.04237,2021Q3,4.5,4.3,4.14,09
LEONIE HILL,27819.04515,LEONIE SUITES,31246.04237,2021Q1,4.19,4.01,3.89,09
CHANGI ROAD,36687.40185,THE LENOX,33429.10252,2019Q4,4.15,3.46,3.06,14
CHANGI ROAD,36687.40185,THE LENOX,33429.10252,2019Q3,4.35,4.03,3.43,14
CHANGI ROAD,36687.40185,THE LENOX,33429.10252,2020Q3,4.24,4.18,3.44,14
CHANGI ROAD,36687.40185,THE LENOX,33429.10252,2021Q3,4.79,4.3,4.18,14
MAR THOMA ROAD,31359.97573,RIVIERA 38,34480.49147,2020Q2,4.2,2.96,2.8,12
MAR THOMA ROAD,31359.97573,RIVIERA 38,34480.49147,2020Q1,4.09,3.46,3.11,12
MAR THOMA ROAD,31359.97573,RIVIERA 38,34480.49147,2020Q3,4.23,4.2,3.27,12
MAR THOMA ROAD,31359.97573,RIVIERA 38,34480.49147,2020Q4,4.31,3.57,2.72,12
MAR THOMA ROAD,31359.97573,RIVIERA 38,34480.49147,2022Q2,4.75,4.48,4.03,12
MAR THOMA ROAD,31359.97573,RIVIERA 38,34480.49147,2022Q1,4.76,4.46,3.36,12
MAR THOMA ROAD,31359.97573,RIVIERA 38,34480.49147,2021Q1,3.46,3.28,3.06,12
WEST COAST ROAD,20742.53677,THE STELLAR,30757.76659,2020Q3,3.18,2.87,2.68,05
WEST COAST ROAD,20742.53677,THE STELLAR,30757.76659,2021Q2,3.14,2.81,2.65,05
WEST COAST ROAD,20742.53677,THE STELLAR,30757.76659,2021Q3,3.55,3.21,3.13,05
WEST COAST ROAD,20742.53677,THE STELLAR,30757.76659,2022Q2,3.75,3.49,2.98,05
WEST COAST ROAD,20742.53677,THE STELLAR,30757.76659,2022Q1,3.69,3.26,3.13,05
ESSEX ROAD,29300.38248,STRATA,33306.58248,2019Q4,4.74,3.78,3.52,11
ESSEX ROAD,29300.38248,STRATA,33306.58248,2019Q3,4.85,4.59,3.88,11
ESSEX ROAD,29300.38248,STRATA,33306.58248,2020Q3,4.74,4.55,3.39,11
ESSEX ROAD,29300.38248,STRATA,33306.58248,2020Q4,4.55,4.25,3.75,11
ESSEX ROAD,29300.38248,STRATA,33306.58248,2021Q2,3.87,3.63,3.35,11
ESSEX ROAD,29300.38248,STRATA,33306.58248,2021Q3,4.74,3.42,3.28,11
ESSEX ROAD,29300.38248,STRATA,33306.58248,2021Q4,4.11,3.8,3.47,11
ESSEX ROAD,29300.38248,STRATA,33306.58248,2021Q1,4.74,3.75,3.35,11
ESSEX ROAD,29300.38248,STRATA,33306.58248,2022Q1,5.24,4.89,4.12,11
JALAN RAJAH,29583.23467,SKYSUITES17,34418.29117,2019Q4,5.05,4.24,3.69,12
JALAN RAJAH,29583.23467,SKYSUITES17,34418.29117,2020Q2,4.99,4.92,3.79,12
JALAN RAJAH,29583.23467,SKYSUITES17,34418.29117,2020Q3,4.92,3.98,3.7,12
JALAN RAJAH,29583.23467,SKYSUITES17,34418.29117,2019Q3,5.2,4.93,4.2,12
JALAN RAJAH,29583.23467,SKYSUITES17,34418.29117,2020Q1,5.35,5.21,4.16,12
JALAN RAJAH,29583.23467,SKYSUITES17,34418.29117,2020Q4,4.93,4.4,3.98,12
JALAN RAJAH,29583.23467,SKYSUITES17,34418.29117,2021Q3,5.1,4.48,4.17,12
JALAN RAJAH,29583.23467,SKYSUITES17,34418.29117,2021Q4,5.22,4.4,4.07,12
JALAN RAJAH,29583.23467,SKYSUITES17,34418.29117,2022Q2,5.62,5.33,4.71,12
JALAN RAJAH,29583.23467,SKYSUITES17,34418.29117,2022Q1,5.31,4.96,4.72,12
JALAN RAJAH,29583.23467,SKYSUITES17,34418.29117,2021Q1,5.38,4.99,4.24,12
CUSCADEN WALK,27538.66452,ANGULLIA PARK RESIDENCES @ ORCHARD,31779.75217,2022Q1,5.34,4.82,4.35,10
LORONG CHUAN,31553.47853,CHUAN PARK,37151.02587,2019Q3,2.3,2.09,2.03,19
LORONG CHUAN,31553.47853,CHUAN PARK,37151.02587,2020Q1,2.3,2.09,1.83,19
LORONG CHUAN,31553.47853,CHUAN PARK,37151.02587,2019Q4,2.32,2.13,1.92,19
LORONG CHUAN,31553.47853,CHUAN PARK,37151.02587,2020Q3,2.11,2.05,1.8,19
LORONG CHUAN,31553.47853,CHUAN PARK,37151.02587,2020Q2,2.43,2.05,1.96,19
LORONG CHUAN,31553.47853,CHUAN PARK,37151.02587,2020Q4,2.22,2.05,1.9,19
LORONG CHUAN,31553.47853,CHUAN PARK,37151.02587,2021Q4,2.52,2.26,2.05,19
LORONG CHUAN,31553.47853,CHUAN PARK,37151.02587,2022Q2,2.6,2.45,2.02,19
LORONG CHUAN,31553.47853,CHUAN PARK,37151.02587,2021Q2,2.39,2.09,2.05,19
LORONG CHUAN,31553.47853,CHUAN PARK,37151.02587,2021Q3,2.38,2.19,2.05,19
LORONG CHUAN,31553.47853,CHUAN PARK,37151.02587,2022Q1,2.59,2.39,2.25,19
LORONG CHUAN,31553.47853,CHUAN PARK,37151.02587,2021Q1,2.31,2.2,1.95,19
PRINCE CHARLES CRESCENT,26224.99746,TANGLIN VIEW,30500.67394,2019Q4,3.33,3.29,3.14,03
PRINCE CHARLES CRESCENT,26224.99746,TANGLIN VIEW,30500.67394,2020Q2,3.46,3.33,3.06,03
PRINCE CHARLES CRESCENT,26224.99746,TANGLIN VIEW,30500.67394,2019Q3,3.48,3.29,3.17,03
PRINCE CHARLES CRESCENT,26224.99746,TANGLIN VIEW,30500.67394,2020Q3,3.24,3.13,2.98,03
PRINCE CHARLES CRESCENT,26224.99746,TANGLIN VIEW,30500.67394,2020Q1,3.33,3.22,3.04,03
PRINCE CHARLES CRESCENT,26224.99746,TANGLIN VIEW,30500.67394,2020Q4,3.42,3.24,3.12,03
PRINCE CHARLES CRESCENT,26224.99746,TANGLIN VIEW,30500.67394,2021Q2,3.44,3.2,3.07,03
PRINCE CHARLES CRESCENT,26224.99746,TANGLIN VIEW,30500.67394,2021Q3,3.6,3.42,3.21,03
PRINCE CHARLES CRESCENT,26224.99746,TANGLIN VIEW,30500.67394,2021Q4,3.61,3.46,3.37,03
PRINCE CHARLES CRESCENT,26224.99746,TANGLIN VIEW,30500.67394,2022Q2,4.21,3.69,3.44,03
PRINCE CHARLES CRESCENT,26224.99746,TANGLIN VIEW,30500.67394,2021Q1,3.56,3.43,3.13,03
PRINCE CHARLES CRESCENT,26224.99746,TANGLIN VIEW,30500.67394,2022Q1,3.84,3.59,3.31,03
HANDY ROAD,29412.73928,SUITES AT ORCHARD,31426.03179,2019Q4,6.5,6.02,5.71,09
HANDY ROAD,29412.73928,SUITES AT ORCHARD,31426.03179,2019Q3,6.11,5.84,5.54,09
HANDY ROAD,29412.73928,SUITES AT ORCHARD,31426.03179,2020Q3,6.06,5.65,5.04,09
HANDY ROAD,29412.73928,SUITES AT ORCHARD,31426.03179,2020Q1,5.99,5.65,5.01,09
HANDY ROAD,29412.73928,SUITES AT ORCHARD,31426.03179,2020Q4,5.84,4.95,4.54,09
HANDY ROAD,29412.73928,SUITES AT ORCHARD,31426.03179,2021Q2,5.97,5.2,4.51,09
HANDY ROAD,29412.73928,SUITES AT ORCHARD,31426.03179,2021Q3,6.24,5.29,4.41,09
HANDY ROAD,29412.73928,SUITES AT ORCHARD,31426.03179,2021Q4,6.03,5.46,5.05,09
HANDY ROAD,29412.73928,SUITES AT ORCHARD,31426.03179,2022Q2,7.29,6.51,5.66,09
HANDY ROAD,29412.73928,SUITES AT ORCHARD,31426.03179,2021Q1,6.1,5.46,5.24,09
HANDY ROAD,29412.73928,SUITES AT ORCHARD,31426.03179,2022Q1,6.46,5.92,5.31,09
PASIR RIS LINK,42211.46404,RIPPLE BAY,39989.67461,2020Q2,3.16,2.71,2.55,18
PASIR RIS LINK,42211.46404,RIPPLE BAY,39989.67461,2019Q3,3.18,2.73,2.55,18
PASIR RIS LINK,42211.46404,RIPPLE BAY,39989.67461,2020Q1,3.23,2.81,2.62,18
PASIR RIS LINK,42211.46404,RIPPLE BAY,39989.67461,2020Q3,2.85,2.73,2.51,18
PASIR RIS LINK,42211.46404,RIPPLE BAY,39989.67461,2019Q4,3.31,2.9,2.55,18
PASIR RIS LINK,42211.46404,RIPPLE BAY,39989.67461,2020Q4,3.34,2.97,2.58,18
PASIR RIS LINK,42211.46404,RIPPLE BAY,39989.67461,2021Q3,3.51,3.1,2.75,18
PASIR RIS LINK,42211.46404,RIPPLE BAY,39989.67461,2021Q4,3.81,3.23,2.97,18
PASIR RIS LINK,42211.46404,RIPPLE BAY,39989.67461,2022Q2,4.2,3.72,3.21,18
PASIR RIS LINK,42211.46404,RIPPLE BAY,39989.67461,2021Q2,3.33,2.95,2.6,18
PASIR RIS LINK,42211.46404,RIPPLE BAY,39989.67461,2022Q1,3.61,3.1,2.97,18
PASIR RIS LINK,42211.46404,RIPPLE BAY,39989.67461,2021Q1,3.17,2.75,2.58,18
DAIRY FARM HEIGHTS,21064.50673,THE SKYWOODS,38612.76418,2019Q4,3.51,3.24,3.15,23
DAIRY FARM HEIGHTS,21064.50673,THE SKYWOODS,38612.76418,2019Q3,3.52,3.05,2.87,23
DAIRY FARM HEIGHTS,21064.50673,THE SKYWOODS,38612.76418,2020Q1,3.75,3.24,2.82,23
DAIRY FARM HEIGHTS,21064.50673,THE SKYWOODS,38612.76418,2020Q3,3.6,3.29,2.99,23
DAIRY FARM HEIGHTS,21064.50673,THE SKYWOODS,38612.76418,2021Q2,3.6,3.1,3.1,23
DAIRY FARM HEIGHTS,21064.50673,THE SKYWOODS,38612.76418,2021Q3,3.98,3.52,3.17,23
DAIRY FARM HEIGHTS,21064.50673,THE SKYWOODS,38612.76418,2021Q4,3.88,3.46,3.2,23
DAIRY FARM HEIGHTS,21064.50673,THE SKYWOODS,38612.76418,2022Q2,3.78,3.56,3.27,23
DAIRY FARM HEIGHTS,21064.50673,THE SKYWOODS,38612.76418,2021Q1,3.52,3.21,2.87,23
DAIRY FARM HEIGHTS,21064.50673,THE SKYWOODS,38612.76418,2020Q4,3.51,3.21,2.98,23
DAIRY FARM HEIGHTS,21064.50673,THE SKYWOODS,38612.76418,2022Q1,3.99,3.68,3.19,23
LORONG 28 GEYLANG,33883.43177,ATRIUM RESIDENCES,32814.99401,2019Q3,3.09,3.0,2.84,14
LORONG 28 GEYLANG,33883.43177,ATRIUM RESIDENCES,32814.99401,2020Q1,3.16,3.06,2.68,14
LORONG 28 GEYLANG,33883.43177,ATRIUM RESIDENCES,32814.99401,2020Q3,2.7,2.62,2.47,14
LORONG 28 GEYLANG,33883.43177,ATRIUM RESIDENCES,32814.99401,2020Q2,3.04,2.84,2.71,14
LORONG 28 GEYLANG,33883.43177,ATRIUM RESIDENCES,32814.99401,2021Q4,3.15,3.08,2.87,14
LORONG 28 GEYLANG,33883.43177,ATRIUM RESIDENCES,32814.99401,2021Q3,3.06,2.76,2.6,14
LORONG 28 GEYLANG,33883.43177,ATRIUM RESIDENCES,32814.99401,2022Q1,3.41,3.16,2.65,14
LORONG 30 GEYLANG,33846.87047,SUITES 28,32783.06877,2021Q3,4.16,3.73,2.08,14
LORONG 30 GEYLANG,33846.87047,SUITES 28,32783.06877,2022Q2,4.34,3.38,2.84,14
GLASGOW ROAD,33051.95107,ISUITES @ PALM,38124.69547,2020Q3,3.59,3.35,2.59,19
GLASGOW ROAD,33051.95107,ISUITES @ PALM,38124.69547,2021Q3,3.78,3.49,3.11,19
ORANGE GROVE ROAD,27063.72738,ORANGE GROVE RESIDENCES,32921.83362,2020Q3,3.74,3.45,3.3,10
ORANGE GROVE ROAD,27063.72738,ORANGE GROVE RESIDENCES,32921.83362,2019Q3,3.88,3.5,3.34,10
ORANGE GROVE ROAD,27063.72738,ORANGE GROVE RESIDENCES,32921.83362,2021Q3,3.77,3.42,3.33,10
MAR THOMA ROAD,31261.01637,RIVERBAY,34473.24984,2019Q3,4.13,3.99,3.29,12
MAR THOMA ROAD,31261.01637,RIVERBAY,34473.24984,2020Q1,4.26,3.49,3.25,12
MAR THOMA ROAD,31261.01637,RIVERBAY,34473.24984,2020Q3,4.32,4.0,3.26,12
MAR THOMA ROAD,31261.01637,RIVERBAY,34473.24984,2021Q4,4.43,4.02,3.71,12
MAR THOMA ROAD,31261.01637,RIVERBAY,34473.24984,2021Q1,3.87,3.68,3.22,12
NASSIM ROAD,26949.57827,NASSIM PARK RESIDENCES,32261.35792,2021Q1,5.73,4.7,4.42,10
KIM TIAN ROAD,27525.513,REGENCY SUITES,29634.04789,2020Q2,4.42,4.22,4.06,03
KIM TIAN ROAD,27525.513,REGENCY SUITES,29634.04789,2022Q2,4.8,4.59,4.59,03
KIM TIAN ROAD,27525.513,REGENCY SUITES,29634.04789,2021Q2,4.39,4.12,4.03,03
PASIR RIS GROVE,40366.95792,THE PALETTE,39153.0493,2019Q4,2.88,2.61,2.47,18
PASIR RIS GROVE,40366.95792,THE PALETTE,39153.0493,2020Q2,2.81,2.57,2.4,18
PASIR RIS GROVE,40366.95792,THE PALETTE,39153.0493,2020Q3,2.87,2.58,2.39,18
PASIR RIS GROVE,40366.95792,THE PALETTE,39153.0493,2019Q3,2.9,2.65,2.44,18
PASIR RIS GROVE,40366.95792,THE PALETTE,39153.0493,2020Q1,2.87,2.64,2.39,18
PASIR RIS GROVE,40366.95792,THE PALETTE,39153.0493,2021Q2,3.19,2.64,2.45,18
PASIR RIS GROVE,40366.95792,THE PALETTE,39153.0493,2021Q3,3.13,2.92,2.69,18
PASIR RIS GROVE,40366.95792,THE PALETTE,39153.0493,2021Q4,3.36,2.87,2.64,18
PASIR RIS GROVE,40366.95792,THE PALETTE,39153.0493,2022Q2,3.93,3.28,2.9,18
PASIR RIS GROVE,40366.95792,THE PALETTE,39153.0493,2021Q1,3.05,2.7,2.53,18
PASIR RIS GROVE,40366.95792,THE PALETTE,39153.0493,2020Q4,2.99,2.57,2.44,18
PASIR RIS GROVE,40366.95792,THE PALETTE,39153.0493,2022Q1,3.5,3.04,2.7,18
LORONG 30 GEYLANG,33863.27845,GUILLEMARD EDGE,32709.31269,2019Q3,4.31,4.16,3.84,14
LORONG 30 GEYLANG,33863.27845,GUILLEMARD EDGE,32709.31269,2020Q1,4.4,4.19,3.99,14
LORONG 30 GEYLANG,33863.27845,GUILLEMARD EDGE,32709.31269,2019Q4,4.29,4.08,3.7,14
LORONG 30 GEYLANG,33863.27845,GUILLEMARD EDGE,32709.31269,2020Q3,4.19,4.08,3.85,14
LORONG 30 GEYLANG,33863.27845,GUILLEMARD EDGE,32709.31269,2020Q2,4.31,4.16,3.92,14
LORONG 30 GEYLANG,33863.27845,GUILLEMARD EDGE,32709.31269,2020Q4,4.31,4.16,3.57,14
LORONG 30 GEYLANG,33863.27845,GUILLEMARD EDGE,32709.31269,2021Q4,4.53,4.35,4.12,14
LORONG 30 GEYLANG,33863.27845,GUILLEMARD EDGE,32709.31269,2022Q2,5.38,4.93,4.26,14
LORONG 30 GEYLANG,33863.27845,GUILLEMARD EDGE,32709.31269,2021Q2,4.35,4.19,3.93,14
LORONG 30 GEYLANG,33863.27845,GUILLEMARD EDGE,32709.31269,2021Q3,4.53,4.21,3.99,14
LORONG 30 GEYLANG,33863.27845,GUILLEMARD EDGE,32709.31269,2022Q1,4.87,4.53,4.27,14
LORONG 30 GEYLANG,33863.27845,GUILLEMARD EDGE,32709.31269,2021Q1,4.37,4.16,3.93,14
LINCOLN ROAD,29013.99503,MIRO,32923.12167,2020Q3,3.28,3.17,3.07,11
LINCOLN ROAD,29013.99503,MIRO,32923.12167,2019Q3,3.85,3.69,3.3,11
LINCOLN ROAD,29013.99503,MIRO,32923.12167,2021Q4,3.49,3.38,3.28,11
LINCOLN ROAD,29013.99503,MIRO,32923.12167,2021Q3,3.46,3.29,3.06,11
ADAM ROAD,25790.31908,ADAM PARK CONDOMINIUM,34468.3225,2020Q3,3.03,2.88,2.52,11
ADAM ROAD,25790.31908,ADAM PARK CONDOMINIUM,34468.3225,2021Q2,3.27,2.92,2.58,11
RIVER VALLEY GROVE,28133.56141,LUMA,31026.89422,2019Q3,4.26,4.04,3.76,09
RIVER VALLEY GROVE,28133.56141,LUMA,31026.89422,2020Q1,4.31,3.84,3.75,09
RIVER VALLEY GROVE,28133.56141,LUMA,31026.89422,2020Q4,4.04,3.84,3.64,09
RIVER VALLEY GROVE,28133.56141,LUMA,31026.89422,2021Q4,4.51,4.24,3.98,09
RIVER VALLEY GROVE,28133.56141,LUMA,31026.89422,2021Q2,4.04,4.01,3.79,09
RIVER VALLEY GROVE,28133.56141,LUMA,31026.89422,2021Q3,4.19,4.04,3.69,09
RIVER VALLEY GROVE,28133.56141,LUMA,31026.89422,2021Q1,4.15,4.04,3.65,09
AMBER ROAD,35506.10206,THE ARISTO @ AMBER,31410.15632,2020Q3,4.21,3.91,3.19,15
YIO CHU KANG ROAD,28698.62865,SEASONS PARK,40743.4101,2019Q4,2.05,1.98,1.88,26
YIO CHU KANG ROAD,28698.62865,SEASONS PARK,40743.4101,2020Q2,2.16,2.09,1.91,26
YIO CHU KANG ROAD,28698.62865,SEASONS PARK,40743.4101,2019Q3,2.08,2.0,1.96,26
YIO CHU KANG ROAD,28698.62865,SEASONS PARK,40743.4101,2020Q1,2.16,2.09,2.0,26
YIO CHU KANG ROAD,28698.62865,SEASONS PARK,40743.4101,2020Q4,2.16,2.09,2.01,26
YIO CHU KANG ROAD,28698.62865,SEASONS PARK,40743.4101,2021Q4,2.5,2.32,2.13,26
YIO CHU KANG ROAD,28698.62865,SEASONS PARK,40743.4101,2021Q2,2.26,2.17,1.98,26
YIO CHU KANG ROAD,28698.62865,SEASONS PARK,40743.4101,2022Q1,2.71,2.44,2.15,26
YIO CHU KANG ROAD,28698.62865,SEASONS PARK,40743.4101,2021Q1,2.16,2.06,2.01,26
JALAN JURONG KECHIL,20739.88176,SHERWOOD CONDOMINIUM,36357.21878,2020Q3,2.4,2.29,2.15,21
MOULMEIN RISE,29490.24326,THE SPRINGS,33481.4043,2020Q3,3.19,3.03,2.85,11
HOUGANG STREET 32,34906.97575,PARC VERA,38433.34447,2020Q3,2.76,2.39,2.26,19
HOUGANG STREET 32,34906.97575,PARC VERA,38433.34447,2020Q2,2.83,2.66,2.5,19
HOUGANG STREET 32,34906.97575,PARC VERA,38433.34447,2019Q3,2.71,2.51,2.28,19
HOUGANG STREET 32,34906.97575,PARC VERA,38433.34447,2020Q1,2.79,2.62,2.46,19
HOUGANG STREET 32,34906.97575,PARC VERA,38433.34447,2019Q4,2.69,2.67,2.55,19
HOUGANG STREET 32,34906.97575,PARC VERA,38433.34447,2020Q4,2.83,2.67,2.53,19
HOUGANG STREET 32,34906.97575,PARC VERA,38433.34447,2021Q3,3.08,2.67,2.54,19
HOUGANG STREET 32,34906.97575,PARC VERA,38433.34447,2021Q4,3.04,2.8,2.7,19
HOUGANG STREET 32,34906.97575,PARC VERA,38433.34447,2022Q2,3.26,2.89,2.67,19
HOUGANG STREET 32,34906.97575,PARC VERA,38433.34447,2021Q2,2.93,2.81,2.68,19
HOUGANG STREET 32,34906.97575,PARC VERA,38433.34447,2021Q1,3.01,2.8,2.62,19
HOUGANG STREET 32,34906.97575,PARC VERA,38433.34447,2022Q1,3.2,2.83,2.64,19
CLUB STREET,29457.22164,EMERALD GARDEN,29342.38722,2019Q3,3.93,3.68,3.58,01
CLUB STREET,29457.22164,EMERALD GARDEN,29342.38722,2020Q1,3.99,3.76,3.58,01
CLUB STREET,29457.22164,EMERALD GARDEN,29342.38722,2019Q4,3.97,3.68,3.58,01
CLUB STREET,29457.22164,EMERALD GARDEN,29342.38722,2020Q3,3.68,3.57,3.32,01
CLUB STREET,29457.22164,EMERALD GARDEN,29342.38722,2020Q2,3.77,3.66,3.43,01
CLUB STREET,29457.22164,EMERALD GARDEN,29342.38722,2020Q4,3.61,3.36,3.2,01
CLUB STREET,29457.22164,EMERALD GARDEN,29342.38722,2021Q4,3.97,3.86,3.68,01
CLUB STREET,29457.22164,EMERALD GARDEN,29342.38722,2022Q2,4.4,4.06,3.77,01
CLUB STREET,29457.22164,EMERALD GARDEN,29342.38722,2021Q2,3.85,3.57,3.37,01
CLUB STREET,29457.22164,EMERALD GARDEN,29342.38722,2021Q3,3.98,3.73,3.58,01
CLUB STREET,29457.22164,EMERALD GARDEN,29342.38722,2022Q1,4.11,3.86,3.55,01
CLUB STREET,29457.22164,EMERALD GARDEN,29342.38722,2021Q1,3.8,3.58,3.37,01
SIMON LANE,33597.69566,BLISS@KOVAN,38378.81222,2019Q3,3.25,2.99,2.67,19
SIMON LANE,33597.69566,BLISS@KOVAN,38378.81222,2020Q1,3.49,2.78,2.67,19
SIMON LANE,33597.69566,BLISS@KOVAN,38378.81222,2020Q3,3.7,3.38,2.89,19
SIMON LANE,33597.69566,BLISS@KOVAN,38378.81222,2020Q2,2.97,2.77,2.6,19
SIMON LANE,33597.69566,BLISS@KOVAN,38378.81222,2021Q2,3.3,2.83,2.72,19
SIMON LANE,33597.69566,BLISS@KOVAN,38378.81222,2021Q3,3.43,3.26,3.06,19
SIMON LANE,33597.69566,BLISS@KOVAN,38378.81222,2021Q1,3.27,2.76,2.59,19
UPPER SERANGOON ROAD,33001.36927,SPAZIO @ KOVAN,37411.98516,2020Q3,3.85,3.39,3.23,19
